net	full_name	layer	shape_use	bbox
VDD	PATH_11_54	M1	lib_cell_pin_connect	{20.0000 110.2580} {851.2880 110.3180}
VDD	PATH_11_52	M1	lib_cell_pin_connect	{20.0000 106.9140} {851.2880 106.9740}
VDD	PATH_11_50	M1	lib_cell_pin_connect	{20.0000 103.5700} {851.2880 103.6300}
VDD	PATH_11_48	M1	lib_cell_pin_connect	{20.0000 100.2260} {851.2880 100.2860}
VDD	PATH_11_46	M1	lib_cell_pin_connect	{20.0000 96.8820} {851.2880 96.9420}
VDD	PATH_11_44	M1	lib_cell_pin_connect	{20.0000 93.5380} {851.2880 93.5980}
VDD	PATH_11_42	M1	lib_cell_pin_connect	{20.0000 90.1940} {851.2880 90.2540}
VDD	PATH_11_40	M1	lib_cell_pin_connect	{20.0000 86.8500} {851.2880 86.9100}
VDD	PATH_11_38	M1	lib_cell_pin_connect	{20.0000 83.5060} {851.2880 83.5660}
VDD	PATH_11_36	M1	lib_cell_pin_connect	{20.0000 80.1620} {851.2880 80.2220}
VDD	PATH_11_34	M1	lib_cell_pin_connect	{20.0000 76.8180} {851.2880 76.8780}
VDD	PATH_11_32	M1	lib_cell_pin_connect	{20.0000 73.4740} {851.2880 73.5340}
VDD	PATH_11_30	M1	lib_cell_pin_connect	{20.0000 70.1300} {851.2880 70.1900}
VDD	PATH_11_28	M1	lib_cell_pin_connect	{20.0000 66.7860} {851.2880 66.8460}
VDD	PATH_11_26	M1	lib_cell_pin_connect	{20.0000 63.4420} {851.2880 63.5020}
VDD	PATH_11_24	M1	lib_cell_pin_connect	{20.0000 60.0980} {851.2880 60.1580}
VDD	PATH_11_22	M1	lib_cell_pin_connect	{20.0000 56.7540} {851.2880 56.8140}
VDD	PATH_11_20	M1	lib_cell_pin_connect	{20.0000 53.4100} {851.2880 53.4700}
VDD	PATH_11_18	M1	lib_cell_pin_connect	{20.0000 50.0660} {851.2880 50.1260}
VDD	PATH_11_16	M1	lib_cell_pin_connect	{20.0000 46.7220} {851.2880 46.7820}
VDD	PATH_11_14	M1	lib_cell_pin_connect	{20.0000 43.3780} {851.2880 43.4380}
VDD	PATH_11_12	M1	lib_cell_pin_connect	{20.0000 40.0340} {851.2880 40.0940}
VDD	PATH_11_10	M1	lib_cell_pin_connect	{20.0000 36.6900} {851.2880 36.7500}
VDD	PATH_11_8	M1	lib_cell_pin_connect	{20.0000 33.3460} {851.2880 33.4060}
VDD	PATH_11_6	M1	lib_cell_pin_connect	{20.0000 30.0020} {851.2880 30.0620}
VDD	PATH_11_4	M1	lib_cell_pin_connect	{20.0000 26.6580} {851.2880 26.7180}
VDD	PATH_11_2	M1	lib_cell_pin_connect	{20.0000 23.3140} {851.2880 23.3740}
VDD	PATH_11_0	M1	lib_cell_pin_connect	{20.0000 19.9700} {851.2880 20.0300}
VSS	PATH_23_51	M7	stripe	{10.0000 827.5000} {861.2880 828.5000}
VSS	PATH_23_49	M7	stripe	{10.0000 787.5000} {861.2880 788.5000}
VSS	PATH_23_47	M7	stripe	{10.0000 747.5000} {861.2880 748.5000}
VSS	PATH_23_45	M7	stripe	{10.0000 707.5000} {861.2880 708.5000}
VSS	PATH_23_43	M7	stripe	{10.0000 667.5000} {861.2880 668.5000}
VSS	PATH_23_41	M7	stripe	{10.0000 627.5000} {861.2880 628.5000}
VSS	PATH_23_39	M7	stripe	{10.0000 587.5000} {861.2880 588.5000}
VSS	PATH_23_37	M7	stripe	{10.0000 547.5000} {861.2880 548.5000}
VSS	PATH_23_35	M7	stripe	{10.0000 507.5000} {861.2880 508.5000}
VSS	PATH_23_33	M7	stripe	{10.0000 467.5000} {861.2880 468.5000}
VSS	PATH_23_31	M7	stripe	{10.0000 427.5000} {861.2880 428.5000}
VSS	PATH_23_29	M7	stripe	{10.0000 387.5000} {861.2880 388.5000}
VSS	PATH_23_27	M7	stripe	{10.0000 347.5000} {861.2880 348.5000}
VSS	PATH_23_25	M7	stripe	{10.0000 307.5000} {861.2880 308.5000}
VSS	PATH_23_23	M7	stripe	{10.0000 267.5000} {861.2880 268.5000}
VSS	PATH_23_21	M7	stripe	{10.0000 227.5000} {861.2880 228.5000}
VSS	PATH_23_19	M7	stripe	{10.0000 187.5000} {861.2880 188.5000}
VSS	PATH_23_17	M7	stripe	{10.0000 147.5000} {861.2880 148.5000}
VSS	PATH_23_15	M7	stripe	{10.0000 107.5000} {861.2880 108.5000}
VSS	PATH_23_13	M7	stripe	{10.0000 67.5000} {861.2880 68.5000}
VSS	PATH_13_104	M2	stripe	{819.8000 10.0000} {820.2000 860.9840}
VSS	PATH_25_51	M8	stripe	{819.5000 10.0000} {820.5000 860.9840}
VSS	PATH_13_102	M2	stripe	{779.8000 10.0000} {780.2000 860.9840}
VSS	PATH_25_49	M8	stripe	{779.5000 10.0000} {780.5000 860.9840}
VSS	PATH_13_100	M2	stripe	{739.8000 10.0000} {740.2000 860.9840}
VSS	PATH_25_47	M8	stripe	{739.5000 10.0000} {740.5000 860.9840}
VSS	PATH_13_98	M2	stripe	{699.8000 10.0000} {700.2000 860.9840}
VSS	PATH_25_45	M8	stripe	{699.5000 10.0000} {700.5000 860.9840}
VSS	PATH_13_96	M2	stripe	{659.8000 10.0000} {660.2000 860.9840}
VSS	PATH_25_43	M8	stripe	{659.5000 10.0000} {660.5000 860.9840}
VSS	PATH_13_94	M2	stripe	{619.8000 10.0000} {620.2000 860.9840}
VSS	PATH_25_41	M8	stripe	{619.5000 10.0000} {620.5000 860.9840}
VSS	PATH_13_92	M2	stripe	{579.8000 10.0000} {580.2000 860.9840}
VSS	PATH_25_39	M8	stripe	{579.5000 10.0000} {580.5000 860.9840}
VSS	PATH_13_90	M2	stripe	{539.8000 10.0000} {540.2000 860.9840}
VSS	PATH_25_37	M8	stripe	{539.5000 10.0000} {540.5000 860.9840}
VSS	PATH_13_88	M2	stripe	{499.8000 10.0000} {500.2000 860.9840}
VSS	PATH_25_35	M8	stripe	{499.5000 10.0000} {500.5000 860.9840}
VSS	PATH_13_86	M2	stripe	{459.8000 10.0000} {460.2000 860.9840}
VSS	PATH_25_33	M8	stripe	{459.5000 10.0000} {460.5000 860.9840}
VSS	PATH_13_84	M2	stripe	{419.8000 10.0000} {420.2000 860.9840}
VSS	PATH_25_31	M8	stripe	{419.5000 10.0000} {420.5000 860.9840}
VSS	PATH_13_82	M2	stripe	{379.8000 10.0000} {380.2000 860.9840}
VSS	PATH_25_29	M8	stripe	{379.5000 10.0000} {380.5000 860.9840}
VSS	PATH_13_80	M2	stripe	{339.8000 10.0000} {340.2000 860.9840}
VSS	PATH_25_27	M8	stripe	{339.5000 10.0000} {340.5000 860.9840}
VSS	PATH_13_78	M2	stripe	{299.8000 10.0000} {300.2000 860.9840}
VSS	PATH_25_25	M8	stripe	{299.5000 10.0000} {300.5000 860.9840}
VSS	PATH_13_76	M2	stripe	{259.8000 10.0000} {260.2000 860.9840}
VSS	PATH_25_23	M8	stripe	{259.5000 10.0000} {260.5000 860.9840}
VSS	PATH_13_74	M2	stripe	{219.8000 10.0000} {220.2000 860.9840}
VSS	PATH_25_21	M8	stripe	{219.5000 10.0000} {220.5000 860.9840}
VSS	PATH_13_72	M2	stripe	{179.8000 10.0000} {180.2000 860.9840}
VSS	PATH_25_19	M8	stripe	{179.5000 10.0000} {180.5000 860.9840}
VSS	PATH_13_70	M2	stripe	{139.8000 10.0000} {140.2000 860.9840}
VSS	PATH_25_17	M8	stripe	{139.5000 10.0000} {140.5000 860.9840}
VSS	PATH_13_68	M2	stripe	{99.8000 10.0000} {100.2000 860.9840}
VSS	PATH_25_15	M8	stripe	{99.5000 10.0000} {100.5000 860.9840}
VSS	PATH_13_66	M2	stripe	{59.8000 10.0000} {60.2000 860.9840}
VSS	PATH_25_13	M8	stripe	{59.5000 10.0000} {60.5000 860.9840}
VSS	PATH_23_11	M7	ring	{0.0000 10.0000} {871.2880 12.0000}
VSS	PATH_25_11	M8	ring	{859.2880 0.0000} {861.2880 870.9840}
VSS	PATH_23_10	M7	ring	{0.0000 858.9840} {871.2880 860.9840}
VSS	PATH_25_10	M8	ring	{10.0000 0.0000} {12.0000 870.9840}
VSS	PATH_11_497	M1	lib_cell_pin_connect	{20.0000 850.9540} {851.2880 851.0140}
VSS	PATH_11_495	M1	lib_cell_pin_connect	{20.0000 847.6100} {851.2880 847.6700}
VSS	PATH_11_493	M1	lib_cell_pin_connect	{20.0000 844.2660} {851.2880 844.3260}
VSS	PATH_11_491	M1	lib_cell_pin_connect	{20.0000 840.9220} {851.2880 840.9820}
VSS	PATH_11_489	M1	lib_cell_pin_connect	{20.0000 837.5780} {851.2880 837.6380}
VSS	PATH_11_487	M1	lib_cell_pin_connect	{20.0000 834.2340} {851.2880 834.2940}
VSS	PATH_11_485	M1	lib_cell_pin_connect	{20.0000 830.8900} {851.2880 830.9500}
VSS	PATH_11_483	M1	lib_cell_pin_connect	{20.0000 827.5460} {851.2880 827.6060}
VSS	PATH_11_481	M1	lib_cell_pin_connect	{20.0000 824.2020} {851.2880 824.2620}
VSS	PATH_11_479	M1	lib_cell_pin_connect	{20.0000 820.8580} {851.2880 820.9180}
VSS	PATH_11_477	M1	lib_cell_pin_connect	{20.0000 817.5140} {851.2880 817.5740}
VSS	PATH_11_475	M1	lib_cell_pin_connect	{20.0000 814.1700} {851.2880 814.2300}
VSS	PATH_11_473	M1	lib_cell_pin_connect	{20.0000 810.8260} {851.2880 810.8860}
VSS	PATH_11_471	M1	lib_cell_pin_connect	{20.0000 807.4820} {851.2880 807.5420}
VSS	PATH_11_469	M1	lib_cell_pin_connect	{20.0000 804.1380} {851.2880 804.1980}
VSS	PATH_11_467	M1	lib_cell_pin_connect	{20.0000 800.7940} {851.2880 800.8540}
VSS	PATH_11_465	M1	lib_cell_pin_connect	{20.0000 797.4500} {851.2880 797.5100}
VSS	PATH_11_463	M1	lib_cell_pin_connect	{20.0000 794.1060} {851.2880 794.1660}
VSS	PATH_11_461	M1	lib_cell_pin_connect	{20.0000 790.7620} {851.2880 790.8220}
VSS	PATH_11_459	M1	lib_cell_pin_connect	{20.0000 787.4180} {851.2880 787.4780}
VSS	PATH_11_457	M1	lib_cell_pin_connect	{20.0000 784.0740} {851.2880 784.1340}
VSS	PATH_11_455	M1	lib_cell_pin_connect	{20.0000 780.7300} {851.2880 780.7900}
VSS	PATH_11_453	M1	lib_cell_pin_connect	{20.0000 777.3860} {851.2880 777.4460}
VSS	PATH_11_451	M1	lib_cell_pin_connect	{20.0000 774.0420} {851.2880 774.1020}
VSS	PATH_11_449	M1	lib_cell_pin_connect	{20.0000 770.6980} {851.2880 770.7580}
VSS	PATH_11_447	M1	lib_cell_pin_connect	{20.0000 767.3540} {851.2880 767.4140}
VSS	PATH_11_445	M1	lib_cell_pin_connect	{20.0000 764.0100} {851.2880 764.0700}
VSS	PATH_11_443	M1	lib_cell_pin_connect	{20.0000 760.6660} {851.2880 760.7260}
VSS	PATH_11_441	M1	lib_cell_pin_connect	{20.0000 757.3220} {851.2880 757.3820}
VSS	PATH_11_439	M1	lib_cell_pin_connect	{20.0000 753.9780} {851.2880 754.0380}
VSS	PATH_11_437	M1	lib_cell_pin_connect	{20.0000 750.6340} {851.2880 750.6940}
VSS	PATH_11_435	M1	lib_cell_pin_connect	{20.0000 747.2900} {851.2880 747.3500}
VSS	PATH_11_433	M1	lib_cell_pin_connect	{20.0000 743.9460} {851.2880 744.0060}
VSS	PATH_11_431	M1	lib_cell_pin_connect	{20.0000 740.6020} {851.2880 740.6620}
VSS	PATH_11_429	M1	lib_cell_pin_connect	{20.0000 737.2580} {851.2880 737.3180}
VSS	PATH_11_427	M1	lib_cell_pin_connect	{20.0000 733.9140} {851.2880 733.9740}
VSS	PATH_11_425	M1	lib_cell_pin_connect	{20.0000 730.5700} {851.2880 730.6300}
VSS	PATH_11_423	M1	lib_cell_pin_connect	{20.0000 727.2260} {851.2880 727.2860}
VSS	PATH_11_421	M1	lib_cell_pin_connect	{20.0000 723.8820} {851.2880 723.9420}
VSS	PATH_11_419	M1	lib_cell_pin_connect	{20.0000 720.5380} {851.2880 720.5980}
VSS	PATH_11_417	M1	lib_cell_pin_connect	{20.0000 717.1940} {851.2880 717.2540}
VSS	PATH_11_415	M1	lib_cell_pin_connect	{20.0000 713.8500} {851.2880 713.9100}
VSS	PATH_11_413	M1	lib_cell_pin_connect	{20.0000 710.5060} {851.2880 710.5660}
VSS	PATH_11_411	M1	lib_cell_pin_connect	{20.0000 707.1620} {851.2880 707.2220}
VSS	PATH_11_409	M1	lib_cell_pin_connect	{20.0000 703.8180} {851.2880 703.8780}
VSS	PATH_11_407	M1	lib_cell_pin_connect	{20.0000 700.4740} {851.2880 700.5340}
VSS	PATH_11_405	M1	lib_cell_pin_connect	{20.0000 697.1300} {851.2880 697.1900}
VSS	PATH_11_403	M1	lib_cell_pin_connect	{20.0000 693.7860} {851.2880 693.8460}
VSS	PATH_11_401	M1	lib_cell_pin_connect	{20.0000 690.4420} {851.2880 690.5020}
VSS	PATH_11_399	M1	lib_cell_pin_connect	{20.0000 687.0980} {851.2880 687.1580}
VSS	PATH_11_397	M1	lib_cell_pin_connect	{20.0000 683.7540} {851.2880 683.8140}
VSS	PATH_11_395	M1	lib_cell_pin_connect	{20.0000 680.4100} {851.2880 680.4700}
VSS	PATH_11_393	M1	lib_cell_pin_connect	{20.0000 677.0660} {851.2880 677.1260}
VSS	PATH_11_391	M1	lib_cell_pin_connect	{20.0000 673.7220} {851.2880 673.7820}
VSS	PATH_11_389	M1	lib_cell_pin_connect	{20.0000 670.3780} {851.2880 670.4380}
VSS	PATH_11_387	M1	lib_cell_pin_connect	{20.0000 667.0340} {851.2880 667.0940}
VSS	PATH_11_385	M1	lib_cell_pin_connect	{20.0000 663.6900} {851.2880 663.7500}
VSS	PATH_11_383	M1	lib_cell_pin_connect	{20.0000 660.3460} {851.2880 660.4060}
VSS	PATH_11_381	M1	lib_cell_pin_connect	{20.0000 657.0020} {851.2880 657.0620}
VSS	PATH_11_379	M1	lib_cell_pin_connect	{20.0000 653.6580} {851.2880 653.7180}
VSS	PATH_11_377	M1	lib_cell_pin_connect	{20.0000 650.3140} {851.2880 650.3740}
VSS	PATH_11_375	M1	lib_cell_pin_connect	{20.0000 646.9700} {851.2880 647.0300}
VSS	PATH_11_373	M1	lib_cell_pin_connect	{20.0000 643.6260} {851.2880 643.6860}
VSS	PATH_11_371	M1	lib_cell_pin_connect	{20.0000 640.2820} {851.2880 640.3420}
VSS	PATH_11_369	M1	lib_cell_pin_connect	{20.0000 636.9380} {851.2880 636.9980}
VSS	PATH_11_367	M1	lib_cell_pin_connect	{20.0000 633.5940} {851.2880 633.6540}
VSS	PATH_11_365	M1	lib_cell_pin_connect	{20.0000 630.2500} {851.2880 630.3100}
VSS	PATH_11_363	M1	lib_cell_pin_connect	{20.0000 626.9060} {851.2880 626.9660}
VSS	PATH_11_361	M1	lib_cell_pin_connect	{20.0000 623.5620} {851.2880 623.6220}
VSS	PATH_11_359	M1	lib_cell_pin_connect	{20.0000 620.2180} {851.2880 620.2780}
VSS	PATH_11_357	M1	lib_cell_pin_connect	{20.0000 616.8740} {851.2880 616.9340}
VSS	PATH_11_355	M1	lib_cell_pin_connect	{20.0000 613.5300} {851.2880 613.5900}
VSS	PATH_11_353	M1	lib_cell_pin_connect	{20.0000 610.1860} {851.2880 610.2460}
VSS	PATH_11_351	M1	lib_cell_pin_connect	{20.0000 606.8420} {851.2880 606.9020}
VSS	PATH_11_349	M1	lib_cell_pin_connect	{20.0000 603.4980} {851.2880 603.5580}
VSS	PATH_11_347	M1	lib_cell_pin_connect	{20.0000 600.1540} {851.2880 600.2140}
VSS	PATH_11_345	M1	lib_cell_pin_connect	{20.0000 596.8100} {851.2880 596.8700}
VSS	PATH_11_343	M1	lib_cell_pin_connect	{20.0000 593.4660} {851.2880 593.5260}
VSS	PATH_11_341	M1	lib_cell_pin_connect	{20.0000 590.1220} {851.2880 590.1820}
VSS	PATH_11_339	M1	lib_cell_pin_connect	{20.0000 586.7780} {851.2880 586.8380}
VSS	PATH_11_337	M1	lib_cell_pin_connect	{20.0000 583.4340} {851.2880 583.4940}
VSS	PATH_11_335	M1	lib_cell_pin_connect	{20.0000 580.0900} {851.2880 580.1500}
VSS	PATH_11_333	M1	lib_cell_pin_connect	{20.0000 576.7460} {851.2880 576.8060}
VSS	PATH_11_331	M1	lib_cell_pin_connect	{20.0000 573.4020} {851.2880 573.4620}
VSS	PATH_11_329	M1	lib_cell_pin_connect	{20.0000 570.0580} {851.2880 570.1180}
VSS	PATH_11_327	M1	lib_cell_pin_connect	{20.0000 566.7140} {851.2880 566.7740}
VSS	PATH_11_325	M1	lib_cell_pin_connect	{20.0000 563.3700} {851.2880 563.4300}
VSS	PATH_11_323	M1	lib_cell_pin_connect	{20.0000 560.0260} {851.2880 560.0860}
VSS	PATH_11_321	M1	lib_cell_pin_connect	{20.0000 556.6820} {851.2880 556.7420}
VSS	PATH_11_319	M1	lib_cell_pin_connect	{20.0000 553.3380} {851.2880 553.3980}
VSS	PATH_11_317	M1	lib_cell_pin_connect	{20.0000 549.9940} {851.2880 550.0540}
VSS	PATH_11_315	M1	lib_cell_pin_connect	{20.0000 546.6500} {851.2880 546.7100}
VSS	PATH_11_313	M1	lib_cell_pin_connect	{20.0000 543.3060} {851.2880 543.3660}
VSS	PATH_11_311	M1	lib_cell_pin_connect	{20.0000 539.9620} {851.2880 540.0220}
VSS	PATH_11_309	M1	lib_cell_pin_connect	{20.0000 536.6180} {851.2880 536.6780}
VSS	PATH_11_307	M1	lib_cell_pin_connect	{20.0000 533.2740} {851.2880 533.3340}
VSS	PATH_11_305	M1	lib_cell_pin_connect	{20.0000 529.9300} {851.2880 529.9900}
VSS	PATH_11_303	M1	lib_cell_pin_connect	{20.0000 526.5860} {851.2880 526.6460}
VSS	PATH_11_301	M1	lib_cell_pin_connect	{20.0000 523.2420} {851.2880 523.3020}
VSS	PATH_11_299	M1	lib_cell_pin_connect	{20.0000 519.8980} {851.2880 519.9580}
VSS	PATH_11_297	M1	lib_cell_pin_connect	{20.0000 516.5540} {851.2880 516.6140}
VSS	PATH_11_295	M1	lib_cell_pin_connect	{20.0000 513.2100} {851.2880 513.2700}
VSS	PATH_11_293	M1	lib_cell_pin_connect	{20.0000 509.8660} {851.2880 509.9260}
VSS	PATH_11_291	M1	lib_cell_pin_connect	{20.0000 506.5220} {851.2880 506.5820}
VSS	PATH_11_289	M1	lib_cell_pin_connect	{20.0000 503.1780} {851.2880 503.2380}
VSS	PATH_11_287	M1	lib_cell_pin_connect	{20.0000 499.8340} {851.2880 499.8940}
VSS	PATH_11_285	M1	lib_cell_pin_connect	{20.0000 496.4900} {851.2880 496.5500}
VSS	PATH_11_283	M1	lib_cell_pin_connect	{20.0000 493.1460} {851.2880 493.2060}
VSS	PATH_11_281	M1	lib_cell_pin_connect	{20.0000 489.8020} {851.2880 489.8620}
VSS	PATH_11_279	M1	lib_cell_pin_connect	{20.0000 486.4580} {851.2880 486.5180}
VSS	PATH_11_277	M1	lib_cell_pin_connect	{20.0000 483.1140} {851.2880 483.1740}
VSS	PATH_11_275	M1	lib_cell_pin_connect	{20.0000 479.7700} {851.2880 479.8300}
VSS	PATH_11_273	M1	lib_cell_pin_connect	{20.0000 476.4260} {851.2880 476.4860}
VSS	PATH_11_271	M1	lib_cell_pin_connect	{20.0000 473.0820} {851.2880 473.1420}
VSS	PATH_11_269	M1	lib_cell_pin_connect	{20.0000 469.7380} {851.2880 469.7980}
VSS	PATH_11_267	M1	lib_cell_pin_connect	{20.0000 466.3940} {851.2880 466.4540}
VSS	PATH_11_265	M1	lib_cell_pin_connect	{20.0000 463.0500} {851.2880 463.1100}
VSS	PATH_11_263	M1	lib_cell_pin_connect	{20.0000 459.7060} {851.2880 459.7660}
VSS	PATH_11_261	M1	lib_cell_pin_connect	{20.0000 456.3620} {851.2880 456.4220}
VSS	PATH_11_259	M1	lib_cell_pin_connect	{20.0000 453.0180} {851.2880 453.0780}
VSS	PATH_11_257	M1	lib_cell_pin_connect	{20.0000 449.6740} {851.2880 449.7340}
VSS	PATH_11_255	M1	lib_cell_pin_connect	{20.0000 446.3300} {851.2880 446.3900}
VSS	PATH_11_253	M1	lib_cell_pin_connect	{20.0000 442.9860} {851.2880 443.0460}
VSS	PATH_11_251	M1	lib_cell_pin_connect	{20.0000 439.6420} {851.2880 439.7020}
VSS	PATH_11_249	M1	lib_cell_pin_connect	{20.0000 436.2980} {851.2880 436.3580}
VSS	PATH_11_247	M1	lib_cell_pin_connect	{20.0000 432.9540} {851.2880 433.0140}
VSS	PATH_11_245	M1	lib_cell_pin_connect	{20.0000 429.6100} {851.2880 429.6700}
VSS	PATH_11_243	M1	lib_cell_pin_connect	{20.0000 426.2660} {851.2880 426.3260}
VSS	PATH_11_241	M1	lib_cell_pin_connect	{20.0000 422.9220} {851.2880 422.9820}
VSS	PATH_11_239	M1	lib_cell_pin_connect	{20.0000 419.5780} {851.2880 419.6380}
VSS	PATH_11_237	M1	lib_cell_pin_connect	{20.0000 416.2340} {851.2880 416.2940}
VSS	PATH_11_235	M1	lib_cell_pin_connect	{20.0000 412.8900} {851.2880 412.9500}
VSS	PATH_11_233	M1	lib_cell_pin_connect	{20.0000 409.5460} {851.2880 409.6060}
VSS	PATH_11_231	M1	lib_cell_pin_connect	{20.0000 406.2020} {851.2880 406.2620}
VSS	PATH_11_229	M1	lib_cell_pin_connect	{20.0000 402.8580} {851.2880 402.9180}
VSS	PATH_11_227	M1	lib_cell_pin_connect	{20.0000 399.5140} {851.2880 399.5740}
VSS	PATH_11_225	M1	lib_cell_pin_connect	{20.0000 396.1700} {851.2880 396.2300}
VSS	PATH_11_223	M1	lib_cell_pin_connect	{20.0000 392.8260} {851.2880 392.8860}
VSS	PATH_11_221	M1	lib_cell_pin_connect	{20.0000 389.4820} {851.2880 389.5420}
VSS	PATH_11_219	M1	lib_cell_pin_connect	{20.0000 386.1380} {851.2880 386.1980}
VSS	PATH_11_217	M1	lib_cell_pin_connect	{20.0000 382.7940} {851.2880 382.8540}
VSS	PATH_11_215	M1	lib_cell_pin_connect	{20.0000 379.4500} {851.2880 379.5100}
VSS	PATH_11_213	M1	lib_cell_pin_connect	{20.0000 376.1060} {851.2880 376.1660}
VSS	PATH_11_211	M1	lib_cell_pin_connect	{20.0000 372.7620} {851.2880 372.8220}
VSS	PATH_11_209	M1	lib_cell_pin_connect	{20.0000 369.4180} {851.2880 369.4780}
VSS	PATH_11_207	M1	lib_cell_pin_connect	{20.0000 366.0740} {851.2880 366.1340}
VSS	PATH_11_205	M1	lib_cell_pin_connect	{20.0000 362.7300} {851.2880 362.7900}
VSS	PATH_11_203	M1	lib_cell_pin_connect	{20.0000 359.3860} {851.2880 359.4460}
VSS	PATH_11_201	M1	lib_cell_pin_connect	{20.0000 356.0420} {851.2880 356.1020}
VSS	PATH_11_199	M1	lib_cell_pin_connect	{20.0000 352.6980} {851.2880 352.7580}
VSS	PATH_11_197	M1	lib_cell_pin_connect	{20.0000 349.3540} {851.2880 349.4140}
VSS	PATH_11_195	M1	lib_cell_pin_connect	{20.0000 346.0100} {851.2880 346.0700}
VSS	PATH_11_193	M1	lib_cell_pin_connect	{20.0000 342.6660} {851.2880 342.7260}
VSS	PATH_11_191	M1	lib_cell_pin_connect	{20.0000 339.3220} {851.2880 339.3820}
VSS	PATH_11_189	M1	lib_cell_pin_connect	{20.0000 335.9780} {851.2880 336.0380}
VSS	PATH_11_187	M1	lib_cell_pin_connect	{20.0000 332.6340} {851.2880 332.6940}
VSS	PATH_11_185	M1	lib_cell_pin_connect	{20.0000 329.2900} {851.2880 329.3500}
VSS	PATH_11_183	M1	lib_cell_pin_connect	{20.0000 325.9460} {851.2880 326.0060}
VSS	PATH_11_181	M1	lib_cell_pin_connect	{20.0000 322.6020} {851.2880 322.6620}
VSS	PATH_11_179	M1	lib_cell_pin_connect	{20.0000 319.2580} {851.2880 319.3180}
VSS	PATH_11_177	M1	lib_cell_pin_connect	{20.0000 315.9140} {851.2880 315.9740}
VSS	PATH_11_175	M1	lib_cell_pin_connect	{20.0000 312.5700} {851.2880 312.6300}
VSS	PATH_11_173	M1	lib_cell_pin_connect	{20.0000 309.2260} {851.2880 309.2860}
VSS	PATH_11_171	M1	lib_cell_pin_connect	{20.0000 305.8820} {851.2880 305.9420}
VSS	PATH_11_169	M1	lib_cell_pin_connect	{20.0000 302.5380} {851.2880 302.5980}
VSS	PATH_11_167	M1	lib_cell_pin_connect	{20.0000 299.1940} {851.2880 299.2540}
VSS	PATH_11_165	M1	lib_cell_pin_connect	{20.0000 295.8500} {851.2880 295.9100}
VSS	PATH_11_163	M1	lib_cell_pin_connect	{20.0000 292.5060} {851.2880 292.5660}
VSS	PATH_11_161	M1	lib_cell_pin_connect	{20.0000 289.1620} {851.2880 289.2220}
VSS	PATH_11_159	M1	lib_cell_pin_connect	{20.0000 285.8180} {851.2880 285.8780}
VSS	PATH_11_157	M1	lib_cell_pin_connect	{20.0000 282.4740} {851.2880 282.5340}
VSS	PATH_11_155	M1	lib_cell_pin_connect	{20.0000 279.1300} {851.2880 279.1900}
VSS	PATH_11_153	M1	lib_cell_pin_connect	{20.0000 275.7860} {851.2880 275.8460}
VSS	PATH_11_151	M1	lib_cell_pin_connect	{20.0000 272.4420} {851.2880 272.5020}
VSS	PATH_11_149	M1	lib_cell_pin_connect	{20.0000 269.0980} {851.2880 269.1580}
VSS	PATH_11_147	M1	lib_cell_pin_connect	{20.0000 265.7540} {851.2880 265.8140}
VSS	PATH_11_145	M1	lib_cell_pin_connect	{20.0000 262.4100} {851.2880 262.4700}
VSS	PATH_11_143	M1	lib_cell_pin_connect	{20.0000 259.0660} {851.2880 259.1260}
VSS	PATH_11_141	M1	lib_cell_pin_connect	{20.0000 255.7220} {851.2880 255.7820}
VSS	PATH_11_139	M1	lib_cell_pin_connect	{20.0000 252.3780} {851.2880 252.4380}
VSS	PATH_11_137	M1	lib_cell_pin_connect	{20.0000 249.0340} {851.2880 249.0940}
VSS	PATH_11_135	M1	lib_cell_pin_connect	{20.0000 245.6900} {851.2880 245.7500}
VSS	PATH_11_133	M1	lib_cell_pin_connect	{20.0000 242.3460} {851.2880 242.4060}
VSS	PATH_11_131	M1	lib_cell_pin_connect	{20.0000 239.0020} {851.2880 239.0620}
VSS	PATH_11_129	M1	lib_cell_pin_connect	{20.0000 235.6580} {851.2880 235.7180}
VSS	PATH_11_127	M1	lib_cell_pin_connect	{20.0000 232.3140} {851.2880 232.3740}
VSS	PATH_11_125	M1	lib_cell_pin_connect	{20.0000 228.9700} {851.2880 229.0300}
VSS	PATH_11_123	M1	lib_cell_pin_connect	{20.0000 225.6260} {851.2880 225.6860}
VSS	PATH_11_121	M1	lib_cell_pin_connect	{20.0000 222.2820} {851.2880 222.3420}
VSS	PATH_11_119	M1	lib_cell_pin_connect	{20.0000 218.9380} {851.2880 218.9980}
VSS	PATH_11_117	M1	lib_cell_pin_connect	{20.0000 215.5940} {851.2880 215.6540}
VSS	PATH_11_115	M1	lib_cell_pin_connect	{20.0000 212.2500} {851.2880 212.3100}
VSS	PATH_11_113	M1	lib_cell_pin_connect	{20.0000 208.9060} {851.2880 208.9660}
VSS	PATH_11_111	M1	lib_cell_pin_connect	{20.0000 205.5620} {851.2880 205.6220}
VSS	PATH_11_109	M1	lib_cell_pin_connect	{20.0000 202.2180} {851.2880 202.2780}
VSS	PATH_11_107	M1	lib_cell_pin_connect	{20.0000 198.8740} {851.2880 198.9340}
VSS	PATH_11_105	M1	lib_cell_pin_connect	{20.0000 195.5300} {851.2880 195.5900}
